DisplayId,FileDataId
4984,134712
4994,135145
4995,135145
5007,135325
5009,133476
5010,135146
5012,132392
5014,132392
5027,132392
5040,135325
5066,132392
5072,135144
5074,135145
5086,134366
5093,135036
5094,135036
5098,135144
5108,135146
5111,135146
5115,135036
5116,135036
5120,135144
5122,132392
5128,132395
5129,135274
5137,133476
5139,135314
5144,135325
5145,135321
5151,135274
5153,135321
5154,135325
5161,135321
5163,135326
5165,135325
5166,135327
5170,135321
5175,135315
5176,135313
5193,135280
5194,133478
5195,133481
5198,133483
5199,133490
5203,133485
5204,133485
5205,133482
5208,133487
5211,133483
5212,133478
5215,133729
5217,133478
5218,133481
5219,133485
5221,133729
5223,133490
5224,133486
5226,133477
5228,133488
5232,133479
5233,133480
5243,132715
5279,133476
5283,134339
5287,134341
5289,135124
5290,135574
5292,134085
5337,134583
5392,135500
5394,135040
5404,135139
5406,132939
5411,134957
5414,135039
5417,135146
5418,132939
5422,134957
5434,132606
5435,132938
5494,135037
5495,135039
5509,132395
5527,133489
5530,133482
5533,133481
5534,133489
5540,135143
5542,135144
5563,134459
5567,133473
5569,134070
5636,135129
5638,135129
5639,132394
5640,132394
5658,134404
5689,134176
5702,135005
5750,135323
5780,133735
5805,135005
5808,134955
5901,132535
5949,135130
5996,132382
5998,132384
5999,132384
6001,134134
6002,133725
6006,134084
6007,135230
6008,135230
6009,134336
6011,133343
6012,133344
6013,133344
6014,134335
6015,134415
6016,134434
6017,134458
6081,135139
6093,135139
6097,135139
6098,135464
6099,135139
6101,135139
6109,135464
6140,135139
6190,132543
6207,133491
6231,135493
6232,135493
6233,135493
6234,135493
6235,135493
6238,132911
6244,133788
6249,135638
6259,134708
6261,134707
6262,132392
6264,134708
6270,134941
6272,134956
6274,134956
6275,134955
6277,132491
6291,132939
6295,132939
6297,134581
6305,132606
6315,132495
6322,132540
6326,134720
6327,133974
6329,134142
6330,134147
6331,134187
6334,135230
6335,133888
6336,132383
6337,133434
6338,134229
6340,134754
6342,133952
6343,133968
6344,133950
6345,133950
6346,133438
6347,133748
6348,133970
6349,133720
6350,133970
6352,133949
6353,133948
6354,136210
6355,134186
6357,134415
6358,134231
6359,134514
6360,134296
6367,133622
6368,134232
6371,133849
6373,134743
6374,134797
6375,133728
6376,134188
6377,134184
6378,133581
6379,133587
6380,134187
6381,134712
6383,133752
6385,133952
6387,134181
6389,134713
6390,133978
6393,134514
6395,133751
6396,133849
6399,133964
6400,134743
6402,133981
6404,134140
6405,134146
6406,133748
6410,133975
6411,134143
6412,133588
6413,133951
6414,133748
6415,133075
6416,134184
6417,133944
6418,134414
6419,133970
6420,133980
6422,133943
6423,134944
6424,133435
6425,133945
6427,134341
6428,133748
6429,132907
6430,133633
6432,135641
6433,135637
6434,135640
6436,135641
6437,135637
6439,135641
6440,135637
6441,135637
6442,135641
6443,135641
6444,135637
6445,135641
6447,134298
6448,135639
6451,135639
6452,135638
6454,135641
6455,133723
6457,135641
6458,135128
6459,134298
6460,135641
6468,135637
6469,135637
6470,135637
6472,135637
6474,133980
6475,135637
6478,134412
6479,133939
6480,135033
6483,133436
6484,133434
6485,134414
6486,133722
6487,133436
6488,133941
6489,133939
6492,133884
6494,133279
6496,134116
6497,133282
6498,133750
6499,134414
6501,134412
6502,133438
6503,134325
6504,135231
6505,133038
6506,134334
6507,133436
6508,134431
6509,134374
6510,133281
6511,135279
6513,135229
6514,133435
6515,133439
6521,134095
6522,133276
6524,133938
6526,133438
6529,134754
6530,134743
6531,134718
6532,134718
6533,134718
6534,134718
6535,134718
6536,134718
6537,135126
6538,133343
6539,133288
6540,134376
6541,134799
6543,133279
6545,135033
6546,134132
6548,133039
6549,133436
6550,133434
6551,134514
6552,134249
6553,133435
6554,134335
6555,135124
6556,133750
6557,135033
6560,133939
6562,134377
6563,134087
6564,134333
6565,133438
6566,135140
6567,133486
6568,134708
6569,133718
6589,134709
6591,135610
6592,135612
6593,135612
6594,135616
6595,134537
6596,134537
6600,135612
6601,135610
6606,135610
6607,135611
6612,135614
6613,134118
6614,134133
6615,132538
6616,132381
6617,135493
6618,134063
6619,134321
6620,135464
6623,133752
6624,134187
6625,133707
6627,134294
6628,134304
6629,134304
6630,133725
6631,133719
6632,133215
6633,133707
6636,133708
6638,132535
6639,133472
6640,133472
6641,134413
6642,134297
6643,134064
6644,134366
6645,133742
6646,134305
6651,133723
6652,135240
6655,134367
6656,133722
6657,135233
6658,134303
6659,134566
6660,134355
6661,134188
6663,134106
6664,135232
6665,134413
6666,134298
6668,133718
6669,134297
6671,134297
6672,133736
6673,134089
6677,133750
6678,133970
6679,134353
6680,133970
6682,132936
6683,134359
6684,134363
6685,134358
6687,134369
6688,134076
6689,134075
6690,134437
6691,134360
6693,134339
6694,134343
6697,134304
6698,134353
6699,134321
6700,134368
6701,132381
6702,132889
6703,134437
6704,134360
6705,134361
6706,134238
6707,134065
6708,134237
6709,134235
6710,134238
6711,134236
6712,134237
6713,134235
6714,134237
6716,135039
6717,132939
6718,134582
6720,132542
6721,132603
6722,132715
6723,132939
6724,134582
6729,135039
6730,132542
6731,134706
6735,132939
6738,132602
6739,132611
6741,132542
6742,132603
6743,132715
6744,132939
6745,134582
6748,132484
6751,132939
6755,132492
6756,132606
6758,132603
6760,132491
6762,132542
6763,132603
6764,132715
6765,132939
6766,134582
6772,134582
6773,134582
6774,134582
6775,135039
6777,132537
6779,132542
6781,135039
6784,132715
6785,132939
6786,134582
6787,132603
6794,133485
6795,133485
6798,133039
6799,133477
6806,133479
6808,133476
6813,133489
6819,132492
6820,132535
6821,132606
6822,132938
6827,132535
6828,132602
6832,135038
6833,132493
6834,132542
6835,132603
6836,132939
6841,132535
6842,132938
6843,132602
6844,132943
6845,132535
6847,132492
6851,134104
6852,132606
6853,132492
6854,132535
6855,132602
6856,132938
6864,132492
6869,132535
6871,132938
6875,132492
6876,132535
6879,135040
6880,132535
6883,132937
6884,132608
6885,132535
6898,132535
6899,132602
6901,132939
6902,132495
6903,132535
6904,132602
6905,132938
6906,135038
6907,132535
6912,135036
6914,135038
6915,132602
6919,135038
6920,132938
6926,132493
6927,134938
6929,135036
6930,132939
6931,132535
6934,132602
6935,135040
6944,132535
6946,132498
6947,132535
6948,132602
6949,132938
6952,132535
6953,132604
6954,132938
6955,132938
6956,132535
6958,132495
6961,132490
6964,132495
6965,132535
6966,132602
6967,132938
6969,132938
6971,135034
6972,132535
6973,132602
6975,132938
6976,133345
6977,132602
6981,132498
6982,132938
6985,132606
6986,132938
6987,132535
6991,132937
6996,132605
6997,132535
6998,132602
6999,132938
7000,132939
7001,132492
7002,132535
7004,135034
7005,132608
7007,132492
7013,133728
7014,134937
7015,134938
7016,132759
7017,132535
7018,132938
7019,135033
7024,135234
7025,132608
7026,134075
7030,135144
7036,133730
7037,135233
7038,134166
7040,132392
7041,134335
7042,133721
7043,134303
7045,134128
7046,132496
7047,134269
7048,133723
7050,134085
7051,134086
7052,134084
7053,134128
7054,133724
7059,132612
7060,132601
7061,132494
7063,135032
7064,134070
7065,135437
7066,133750
7067,132905
7069,135637
7070,132607
7071,134368
7072,134063
7073,133735
7074,134400
7077,132768
7078,134184
7083,132606
7084,135005
7085,134940
7086,134371
7087,134058
7088,133565
7089,133723
7090,133280
7092,132381
7093,133278
7094,135231
7095,134170
7096,134707
7097,133622
7098,135641
7099,133728
7100,133730
7101,133732
7102,133730
7103,133731
7104,133730
7105,134437
7106,134094
7107,134359
7108,132938
7110,133884
7111,132484
7112,134354
7113,133950
7118,132612
7119,134117
7120,134118
7121,134754
7122,134085
7124,134797
7125,134754
7126,133718
7127,133848
7128,134944
7129,134298
7130,133977
7132,132604
7133,133277
7134,133723
7135,134299
7137,133848
7138,133741
7139,133733
7141,134170
7142,134338
7143,135463
7144,132318
7145,133722
7147,135276
7148,134577
7149,134413
7150,133731
7151,134441
7152,133741
7154,133722
7155,134514
7156,135035
7157,135234
7158,133218
7159,132608
7161,133476
7162,134138
7163,133707
7164,134161
7166,133622
7167,134070
7168,134341
7169,134353
7170,134360
7171,133849
7175,134717
7176,134301
7177,134431
7184,134416
7185,134076
7186,133725
7187,133473
7188,134174
7189,134116
7193,134583
7196,133974
7197,133281
7198,132767
7202,136063
7204,132935
7205,134132
7206,134732
7207,134294
7208,132602
7209,133721
7210,134334
7215,134064
7216,135463
7217,134414
7218,133434
7219,133639
7221,134116
7229,132274
7230,132179
7231,132179
7233,133466
7234,133470
7235,136220
7236,133437
7239,135272
7240,134184
7241,134184
7242,134143
7244,133435
7245,134335
7246,134414
7247,134416
7248,134415
7249,133434
7251,133718
7252,135034
7256,133587
7257,134336
7259,134068
7260,133787
7261,134333
7262,134719
7263,133472
7264,134415
7266,136063
7267,134075
7268,134442
7269,134338
7270,134937
7271,133277
7273,134188
7274,136065
7276,133942
7277,133280
7278,135464
7279,134132
7280,134400
7282,132943
7283,134184
7284,132608
7286,133751
7287,133944
7288,136063
7289,133633
7290,135437
7291,134414
7292,135463
7293,133738
7294,134366
7295,132368
7296,132368
7298,135138
7299,136232
7300,135809
7302,134325
7308,135138
7310,135145
7311,135325
7312,135131
7313,135321
7319,135311
7324,135326
7326,134441
7328,133940
7330,134342
7331,132890
7332,132894
7333,132907
7337,134181
7338,134304
7339,134117
7340,134579
7341,133436
7345,134321
7346,134183
7347,134362
7349,134732
7350,133724
7352,133217
7353,134106
7354,134353
7355,133215
7356,133218
7357,134339
7358,134441
7361,136071
7363,132912
7364,133940
7365,134440
7366,133276
7367,134954
7368,134321
7369,134341
7371,134377
7373,134361
7374,134250
7375,133486
7376,133232
7377,135128
7380,134087
7381,134413
7382,134252
7383,132889
7384,132892
7385,134183
7388,134254
7389,133233
7390,133227
7391,133216
7392,133234
7393,134105
7394,133884
7395,134185
7396,133939
7397,134535
7399,134303
7400,134360
7401,134074
7403,132906
7404,133218
7406,134412
7407,133972
7408,133587
7410,134256
7411,134065
7412,134255
7413,134118
7414,133848
7415,134186
7416,133974
7417,133588
7418,132911
7419,135325
7420,135274
7421,132715
7422,134582
7424,132715
7425,133276
7426,132392
7427,132392
7428,132392
7429,132392
7430,134294
7431,132392
7432,133486
7433,135638
7434,135641
7437,135128
7438,133041
7439,133040
7440,133040
7441,133040
7442,133041
7443,133964
7444,0
7445,0
7446,0
7447,133941
7448,133941
7449,133942
7450,133611
7451,133609
7452,133610
7453,133942
7454,133941
7455,133941
7456,133938
7457,0
7459,135129
7460,134249
7461,134249
7462,133974
7463,133974
7464,135127
7465,134714
7466,134717
7467,134787
7468,133942
7469,133729
7473,134719
7474,134719
7475,134718
7476,133476
7477,133490
7478,133491
7479,136040
7480,135131
7481,135130
7482,135271
7483,135274
7484,135274
7485,135325
7486,135277
7487,135274
7488,135274
7489,135273
7490,135274
7491,135280
7492,135274
7493,134707
7494,134520
7495,134435
7508,132392
7524,135225
7526,135321
7530,132939
7531,135613
7533,134582
7537,132542
7540,132938
7544,134413
7545,132490
7553,135038
7554,132535
7557,134249
7559,134952
7560,134582
7563,132492
7570,133288
7572,134457
7573,134183
7578,132543
7588,133688
7589,133688
7593,134251
7594,134257
7595,134252
7596,133677
7601,133680
7602,134520
7603,135493
7612,133854
7624,133709
7626,133713
7629,134332
7630,133471
7636,133743
7637,133743
7649,133469
7662,132493
7694,134331
7695,134331
7697,134459
7714,134431
7716,134435
7717,132905
7718,133611
7719,134377
7723,133854
7726,133460
7733,133461
7735,133279
7737,134236
7740,134366
7741,133731
7742,136232
7744,134328
7791,133849
7798,134327
7823,132939
7827,134235
7828,133587
7834,134582
7835,132535
7836,135039
7839,132997
7840,132996
7841,132995
7842,132997
7843,135018
7848,135011
7849,135012
7856,133976
7866,135139
7867,133486
7881,132492
7886,134298
7887,135139
7888,133712
7889,133710
7899,133434
7902,135031
7903,135012
7904,135020
7905,135022
7906,135029
7908,135016
7912,135009
7913,132762
7914,132761
7916,132761
7918,132766
7921,132621
7922,132620
7923,132621
7924,132761
7925,132761
7928,134230
7932,132492
7951,134166
7954,132606
7956,134943
7957,134938
7976,134721
7980,132274
7982,135463
7984,134132
7985,133718
7986,136155
7987,136067
7988,133890
7989,133721
7990,134370
7994,133952
7996,133891
7999,133721
8000,135327
8007,133723
8009,134300
8011,133038
8014,133849
8016,135315
8025,134333
8026,135230
8028,133723
8031,134237
8032,134334
8033,135138
8039,135238
8040,133741
8042,134236
8043,134333
8048,134432
8049,134712
8051,136224
8078,135271
8088,133973
8089,132611
8090,135316
8093,133737
8094,133742
8095,135614
8096,133345
8097,133460
8098,135039
8100,133481
8104,135495
8106,135493
8107,135490
8114,134374
8115,134436
8117,133735
8118,134378
8119,133749
8120,134335
8121,134566
8122,135139
8127,133890
8132,134334
8232,134413
8233,136245
8257,135615
8258,135615
8269,133627
8270,133625
8271,133634
8272,135327
8274,135327
8279,135325
8283,134437
8284,134303
8287,133490
8289,134176
8292,132938
8295,132499
8296,134955
8298,133052
8308,132537
8374,135037
8376,135131
8377,135131
8378,135131
8379,134294
8381,132622
8382,132623
8383,132620
8384,133641
8399,135038
8419,132492
8436,134797
8437,132611
8442,133642
8449,132939
8450,132939
8452,134732
8453,134715
8457,132415
8459,132405
8461,132415
8465,132417
8466,132417
8469,132405
8470,132408
8471,132620
8472,135421
8473,135419
8478,135421
8480,132417
8482,132417
8485,135419
8488,135421
8489,132397
8490,132402
8494,132405
8495,135421
8496,135419
8498,135419
8499,132401
8501,135424
8506,132417
8511,135424
8512,132402
8513,132402
8516,135420
8518,134721
8523,134721
8525,132402
8526,132409
8528,135423
8531,135420
8533,132408
8534,135424
8543,134765
8544,134765
8545,134776
8547,134798
8555,135638
8556,135145
8557,134955
8560,135231
8562,134070
8564,134304
8565,133052
8567,133043
8568,133057
8570,133048
8572,133046
8575,133046
8576,133057
8579,133052
8581,133046
8583,133045
8585,133053
8586,133052
8587,133046
8588,133052
8590,133053
8593,133046
8600,133046
8601,133053
8602,133052
8603,133671
8604,133278
8616,132089
8622,132995
8623,133465
8624,134939
8625,133713
8626,134938
8627,134721
8628,134330
8629,132154
8630,133471
8631,133635
8634,132747
8635,135011
8638,132638
8639,132743
8642,132748
8647,132725
8655,132724
8658,135010
8660,132721
8662,132760
8664,132722
8665,132723
8666,135011
8668,132741
8672,132627
8676,132723
8677,135020
8678,132628
8682,132723
8683,132631
8690,133052
8691,133052
8698,135009
8701,132724
8702,135014
8703,132722
8711,134257
8712,132724
8717,135011
8719,132739
8720,135022
8721,135008
8725,132741
8731,132761
8732,132724
8733,135808
8735,134235
8737,134237
8743,133708
8745,135575
8746,135575
8747,135575
8749,132492
8752,134715
8753,133072
8776,133765
8794,134357
8801,133766
8802,135997
8803,133486
8859,133643
8860,133631
8861,133629
8899,135423
8902,134240
8903,134240
8905,132491
8908,132634
8912,132604
8913,134304
8914,134305
8917,134338
8918,133434
8919,133469
8922,134797
8923,134305
8926,132997
8927,134329
8928,132763
8931,132996
8932,133849
8935,132623
8940,134339
8942,134368
8951,134239
8952,134356
8969,134582
9038,135038
9055,135280
9057,133484
9058,134754
9060,135489
9077,135036
9080,132542
9082,132938
9090,136218
9106,134414
9110,134456
9112,132715
9116,134575
9117,133045
9118,132418
9122,135466
9123,132723
9124,132622
9126,132762
9127,132762
9129,133733
9134,133719
9135,134327
9144,134252
9147,135239
9148,133458
9150,134302
9151,132765
9152,133468
9154,134241
9155,134330
9157,134295
9158,135035
9161,134143
9162,134142
9163,132385
9164,133741
9165,133740
9166,132385
9167,132995
9169,132541
9174,132537
9184,132539
9200,134321
9207,134754
9208,134776
9209,132368
9242,134584
9284,135034
9285,133281
9288,132765
9289,134170
9291,134343
9292,133884
9305,133288
9310,133439
9319,133735
9345,134075
9346,132719
9354,134950
9365,132493
9374,132939
9377,133278
9378,132602
9380,134585
9381,133057
9388,132602
9390,132939
9396,134298
9397,133466
9403,132631
9404,132535
9406,132939
9407,135040
9412,132535
9414,132939
9415,134585
9417,132605
9422,135040
9424,135040
9425,132628
9426,132535
9429,134951
9430,133677
9465,132312
9467,133467
9499,132760
9500,134706
9501,132493
9502,132724
9503,132939
9505,134582
9508,132493
9510,132539
9511,132724
9513,132493
9514,134582
9515,134344
9518,132386
9526,132939
9527,135039
9529,132939
9530,132539
9531,132725
9532,132723
9535,134582
9536,132719
9538,132492
9541,134582
9543,132939
9544,135039
9545,132723
9546,132611
9548,132719
9549,132939
9550,132609
9552,132499
9555,132940
9557,133729
9559,132606
9584,132492
9585,134169
9587,132939
9632,134344
9633,132386
9634,132609
9635,135834
9637,133596
9639,134787
9640,134706
9644,132606
9649,133786
9653,132542
9657,133298
9658,133292
9659,136065
9660,134248
9663,133461
9666,134151
9668,133855
9671,134582
9711,134374
9717,134328
9725,133461
9728,134232
9730,134231
9731,134711
9733,134186
9737,134133
9738,134583
9739,132724
9741,134717
9742,134583
9744,135029
9822,132766
9823,133355
9825,133800
9826,136217
9832,133352
9833,133354
9834,133346
9835,133349
9836,133356
9837,133347
9838,133355
9839,133351
9840,133357
9841,133347
9842,133353
9843,133356
9845,133347
9846,133357
9847,133350
9849,133348
9850,133349
9851,133354
9852,133291
9853,133290
9854,133289
9857,133295
9858,133297
9859,133294
9860,133296
9865,133352
9880,135006
9889,135006
9891,135009
9892,134582
9894,132609
9895,132495
9898,132493
9906,135009
9907,132493
9908,132493
9912,132493
9913,134582
9915,132539
9916,132500
9917,132496
9920,132495
9924,134581
9925,132719
9929,132543
9930,132721
9937,134582
9938,132535
9944,135005
9945,134582
9946,132538
9972,135005
9974,134582
9975,134582
9976,135005
9977,132540
9983,135009
9984,134582
9985,132540
9987,134581
9988,134582
9992,132538
9995,132719
9996,135011
9997,135037
9999,135040
10002,134582
10003,132540
10005,135018
10006,134582
10008,132539
10043,134305
10044,132913
10050,134582
10058,133766
10079,134582
10108,133765
10109,134582
10112,135018
10114,134582
10115,132539
10141,132540
10166,135038
10167,135038
10169,135036
10170,135038
10177,135036
10179,135039
10190,135437
10216,132605
10244,134582
10275,135471
10301,133676
10345,133726
10353,133640
10365,134232
10377,134172
10399,134294
10400,134583
10402,132601
10410,132493
10411,132495
10412,132607
10434,132535
10448,135036
10449,134128
10453,133485
10454,132539
10481,133644
10508,132939
10529,132600
10530,134321
10532,132498
10535,132939
10546,134177
10642,133055
10654,135145
10656,135225
10671,135531
10672,135530
10673,135530
10700,134068
10711,132542
10721,134951
10814,133888
10815,133888
10816,133888
10817,133888
10820,133941
10821,133941
10822,133941
10823,133941
10824,133941
10825,133941
10834,135030
10840,135029
10845,135023
10891,132715
10892,135025
10920,134294
10921,133722
10922,134250
10923,134340
10924,132762
10968,134950
11012,133707
11060,132539
11131,132492
11138,132724
11144,132939
11160,133463
11161,134941
11164,134370
11165,132397
11166,134581
11167,132499
11180,134416
11181,133733
11182,135017
11183,134572
11184,134458
11185,134458
11199,136168
11205,135992
11206,135992
11207,135992
11208,135992
11247,135530
11253,132492
11259,135145
11268,134712
11269,132535
11270,135039
11271,133484
11274,135039
11275,133126
11289,133483
11327,135038
11330,132537
11368,132724
11369,134582
11373,132539
11382,132719
11387,132603
11410,134249
11421,134706
11431,134327
11447,132535
11448,132764
11449,132761
11451,134299
11453,133890
11462,134721
11473,135040
11489,134360
11497,132628
11518,135023
11519,135024
11525,134583
11533,132499
11548,132539
11558,132492
11559,134951
11563,132634
11565,132635
11571,132539
11580,132725
11581,132537
11598,132634
11626,132938
11638,135033
11766,134117
11780,134257
11791,132609
11825,134361
11832,132535
11863,134305
11889,136040
11907,133685
11908,133688
11909,133684
11910,133687
11919,135139
11925,134948
11926,133672
11932,134300
11935,132535
11945,132492
11946,135036
11947,133723
11952,132939
11953,132492
11956,132492
11958,136040
11960,132498
11990,133346
11994,134059
11997,132491
11998,134059
11999,132539
12018,133294
12068,132939
12070,132539
12105,132906
12206,133857
12221,134455
12222,134257
12236,135805
12274,135274
12282,132626
12284,135321
12286,135141
12289,133149
12309,134122
12310,134121
12311,135434
12312,135432
12313,135432
12328,134937
12331,132594
12332,132596
12333,132594
12334,132596
12345,134581
12368,132719
12369,132716
12370,132716
12371,132716
12372,132719
12386,132664
12387,132678
12388,134586
12389,132662
12393,132663
12394,132680
12395,134587
12397,132658
12399,134586
12400,132681
12402,134589
12403,135043
12410,134335
12413,134706
12415,132939
12420,132939
12422,132654
12423,134139
12424,132493
12425,133982
12426,132662
12434,133233
12435,134458
12439,132537
12450,132939
12453,134583
12456,132613
12464,132492
12473,135040
12482,132721
12547,133734
12556,133735
12562,135130
12565,134716
12567,133290
12595,132743
12601,135473
12610,135314
12621,134732
12625,132368
12632,132627
12642,132594
12643,132519
12644,132595
12645,132665
12646,132657
12647,132664
12648,132662
12649,132663
12650,132680
12652,132665
12653,132673
12654,132681
12655,132679
12656,132677
12661,132665
12662,132662
12669,132654
12670,132642
12671,132654
12672,132659
12673,132666
12674,132663
12675,132666
12676,132644
12679,132674
12680,132654
12681,132662
12682,132679
12683,132675
12684,132654
12687,132659
12693,132677
12694,132679
12695,132670
12696,132672
12699,132645
12701,132645
12702,132673
